Transaction_ID,Date,Product_ID,Region_ID,Sales_Rep_ID,Customer_ID,Units_Sold,Unit_Price,Revenue,Calculated_Revenue
TXN02773,2025-03-10,P007,R06,SR030,C113,64,39.11,2503.04,2503.04
TXN02774,2025-07-14,P001,R05,SR011,C084,198,39.4,7801.2,7801.2
TXN02775,2025-10-17,P005,R02,SR002,C069,41,70.19,2877.79,2877.79
TXN02776,2024-08-04,P008,R02,SR008,C007,72,32.66,2351.52,2351.5199999999995
TXN02777,2025-11-03,P004,R02,SR026,C075,144,46.82,6742.08,6742.08
TXN02778,2024-06-30,P001,R06,SR018,C077,101,39.63,4002.63,4002.63
TXN02779,2025-02-19,P007,R01,SR007,C111,106,45.17,4788.02,4788.02
TXN02780,2024-04-21,P003,R01,SR019,C111,144,34.16,4919.04,4919.039999999999
TXN02781,2025-05-02,P001,R05,SR023,C063,139,39.56,5498.84,5498.84
TXN02782,2024-03-15,P003,R04,SR016,C104,66,34.57,2281.62,2281.62
TXN02783,2025-03-22,P005,R05,SR023,C032,99,59.19,5859.81,5859.8099999999995
TXN02784,2024-09-28,P002,R04,SR010,C102,94,55.66,5232.04,5232.04
TXN02785,2025-11-02,P004,R03,SR009,C011,50,48.63,2431.5,2431.5
TXN02786,2025-10-26,P003,R02,SR008,C033,137,34.46,4721.02,4721.02
TXN02787,2024-12-12,P002,R02,SR008,C069,48,55.12,2645.76,2645.7599999999998
TXN02788,2025-11-15,P002,R02,SR014,C105,53,57.47,3045.91,3045.91
TXN02789,2024-11-22,P001,R04,SR016,C010,183,38.73,7087.59,7087.589999999999
TXN02790,2024-07-28,P003,R02,SR026,C026,63,33.52,2111.76,2111.76
TXN02791,2024-07-27,P004,R06,SR024,C015,127,47.24,5999.48,5999.4800000000005
TXN02792,2025-05-29,P005,R01,SR013,C013,113,68.15,7700.95,7700.950000000001
TXN02793,2025-02-05,P006,R02,SR002,C026,92,28.42,2614.64,2614.6400000000003
TXN02794,2025-03-24,P005,R02,SR014,C007,111,68.33,7584.63,7584.63
TXN02795,2025-04-21,P002,R06,SR030,C044,85,53.32,4532.2,4532.2
TXN02796,2025-12-04,P005,R02,SR014,C036,40,66.9,2676.0,2676.0
TXN02797,2024-08-03,P002,R04,SR022,C004,70,53.49,3744.3,3744.3
TXN02798,2024-06-09,P002,R04,SR022,C104,81,53.91,4366.71,4366.71
TXN02799,2025-05-01,P005,R01,SR001,C057,66,69.54,4589.64,4589.64
TXN02800,2024-06-15,P006,R05,SR017,C008,35,28.31,990.85,990.8499999999999
TXN02801,2024-05-10,P006,R01,SR019,C027,49,29.66,1453.34,1453.34
TXN02802,2024-07-04,P003,R03,SR003,C072,65,35.16,2285.4,2285.3999999999996
TXN02803,2024-10-22,P001,R01,SR019,C031,113,39.92,4510.96,4510.96
TXN02804,2024-05-05,P002,R01,SR025,C027,44,56.7,2494.8,2494.8
TXN02805,2024-11-07,P001,R02,SR020,C092,54,40.55,2189.7,2189.7
TXN02806,2024-07-11,P001,R05,SR017,C081,143,40.3,5762.9,5762.9
TXN02807,2024-05-16,P002,R01,SR019,C043,62,56.96,3531.52,3531.52
TXN02808,2025-03-14,P006,R04,SR022,C005,60,31.46,1887.6,1887.6000000000001
TXN02809,2024-01-31,P005,R02,SR014,C090,23,64.01,1472.23,1472.23
TXN02810,2025-12-08,P006,R02,SR002,C049,107,29.95,3204.65,3204.65
TXN02811,2025-12-10,P002,R03,SR009,C009,39,55.29,2156.31,2156.31
TXN02812,2025-12-16,P002,R06,SR030,C085,116,56.49,6552.84,6552.84
TXN02813,2024-08-01,P002,R03,SR015,C053,57,58.87,3355.59,3355.5899999999997
TXN02814,2024-08-24,P006,R05,SR011,C093,70,31.03,2172.1,2172.1
TXN02815,2024-05-05,P002,R05,SR011,C084,203,54.06,10974.18,10974.18
TXN02816,2024-05-14,P004,R01,SR007,C012,64,45.3,2899.2,2899.2
TXN02817,2024-08-16,P003,R06,SR012,C062,48,32.57,1563.36,1563.3600000000001
TXN02818,2025-02-18,P008,R01,SR007,C067,85,31.72,2696.2,2696.2
TXN02819,2025-07-10,P004,R02,SR002,C042,127,50.7,6438.9,6438.900000000001
TXN02820,2024-01-24,P001,R04,SR022,C039,135,40.67,5490.45,5490.45
TXN02821,2024-09-17,P005,R04,SR016,C046,27,66.31,1790.37,1790.3700000000001
TXN02822,2025-09-01,P008,R02,SR008,C058,50,30.21,1510.5,1510.5
TXN02823,2024-12-28,P002,R01,SR019,C111,131,49.85,6530.35,6530.35
TXN02824,2025-12-02,P007,R05,SR023,C038,56,42.61,2386.16,2386.16
TXN02825,2024-06-10,P005,R04,SR022,C046,31,67.85,2103.35,2103.35
TXN02826,2025-02-11,P003,R04,SR028,C104,57,34.06,1941.42,1941.42
TXN02827,2024-10-07,P002,R04,SR028,C104,76,57.0,4332.0,4332.0
TXN02828,2024-03-27,P004,R06,SR030,C106,33,50.1,1653.3,1653.3
TXN02829,2025-06-04,P008,R04,SR028,C004,46,32.35,1488.1,1488.1000000000001
TXN02830,2024-05-09,P005,R04,SR016,C004,48,69.95,3357.6,3357.6000000000004
TXN02831,2024-04-26,P002,R02,SR020,C108,71,53.5,3798.5,3798.5
TXN02832,2025-06-03,P003,R03,SR015,C041,52,32.72,1701.44,1701.44
TXN02833,2025-02-21,P005,R03,SR015,C024,35,65.0,2275.0,2275.0
TXN02834,2024-02-07,P006,R04,SR004,C010,109,29.22,3184.98,3184.98
TXN02835,2024-12-16,P001,R03,SR021,C011,86,41.74,3589.64,3589.6400000000003
TXN02836,2025-07-30,P002,R03,SR009,C003,79,57.31,4527.49,4527.49
TXN02837,2024-01-10,P002,R06,SR024,C059,135,54.19,7315.65,7315.65
TXN02838,2025-09-16,P002,R04,SR022,C039,109,55.11,6006.99,6006.99
TXN02839,2025-05-14,P003,R02,SR020,C042,112,33.91,3797.92,3797.9199999999996
TXN02840,2024-10-22,P001,R01,SR019,C119,41,37.81,1550.21,1550.21
TXN02841,2025-10-16,P002,R01,SR001,C119,36,52.8,1900.8,1900.8
TXN02842,2025-04-04,P007,R05,SR011,C008,37,42.35,1566.95,1566.95
TXN02843,2025-05-18,P005,R04,SR016,C046,30,63.01,1890.3,1890.3
TXN02844,2024-12-17,P002,R06,SR024,C051,41,55.95,2293.95,2293.9500000000003
TXN02845,2025-06-03,P005,R04,SR004,C102,73,71.04,5185.92,5185.92
TXN02846,2025-04-09,P004,R05,SR017,C107,91,50.02,4551.82,4551.820000000001
TXN02847,2024-07-12,P008,R06,SR006,C047,41,32.76,1343.16,1343.1599999999999
TXN02848,2024-08-18,P001,R04,SR022,C091,146,38.27,5587.42,5587.42
TXN02849,2025-09-06,P003,R04,SR016,C004,30,34.53,1035.9,1035.9
TXN02850,2024-10-01,P008,R05,SR017,C063,48,33.86,1625.28,1625.28
TXN02851,2024-02-13,P001,R03,SR009,C024,48,41.89,2010.72,2010.72
TXN02852,2024-01-30,P002,R01,SR019,C067,170,54.61,9283.7,9283.7
TXN02853,2025-02-11,P001,R03,SR003,C011,112,38.83,4348.96,4348.96
TXN02854,2025-08-20,P004,R01,SR025,C111,115,52.48,6035.2,6035.2
TXN02855,2025-08-02,P006,R05,SR023,C107,96,27.72,2661.12,2661.12
TXN02856,2024-03-31,P006,R01,SR001,C043,43,29.32,1260.76,1260.76
TXN02857,2024-12-22,P005,R03,SR003,C025,31,69.02,2139.62,2139.62
TXN02858,2024-10-08,P002,R04,SR022,C100,76,54.61,4150.36,4150.36
TXN02859,2024-07-08,P003,R05,SR005,C115,140,32.41,4537.4,4537.4
TXN02860,2024-03-21,P004,R04,SR022,C080,143,48.5,6935.5,6935.5
TXN02861,2024-02-11,P002,R03,SR003,C109,76,54.12,4113.12,4113.12
TXN02862,2025-06-12,P002,R06,SR006,C077,124,56.68,7028.32,7028.32
TXN02863,2025-08-23,P003,R06,SR006,C016,105,33.9,3559.5,3559.5
TXN02864,2025-07-04,P006,R05,SR017,C107,78,30.69,2393.82,2393.82
TXN02865,2025-06-17,P002,R04,SR028,C010,156,59.3,9250.8,9250.8
TXN02866,2025-03-23,P007,R05,SR005,C081,122,42.9,5233.8,5233.8
TXN02867,2024-05-21,P004,R01,SR019,C013,125,50.15,6268.75,6268.75
TXN02868,2024-05-26,P001,R06,SR006,C050,60,42.74,2564.4,2564.4
TXN02869,2024-10-01,P002,R05,SR029,C032,99,59.25,5865.75,5865.75
TXN02870,2024-03-24,P001,R01,SR007,C088,69,37.89,2614.41,2614.41
TXN02871,2024-04-02,P001,R01,SR001,C031,114,38.96,4441.44,4441.4400000000005
TXN02872,2025-07-23,P004,R05,SR005,C020,102,49.34,5032.68,5032.68
TXN02873,2025-05-13,P006,R05,SR011,C107,109,29.05,3166.45,3166.4500000000003
TXN02874,2025-08-06,P001,R02,SR014,C026,72,41.28,2972.16,2972.16
TXN02875,2024-10-14,P006,R01,SR025,C031,70,27.64,1934.8,1934.8
TXN02876,2025-11-20,P002,R03,SR003,C011,96,54.37,5219.52,5219.5199999999995
TXN02877,2025-06-12,P008,R02,SR008,C075,97,34.2,3317.4,3317.4
TXN02878,2024-10-06,P002,R03,SR009,C009,47,56.45,2653.15,2653.15
TXN02879,2025-11-04,P005,R05,SR029,C032,74,67.35,4983.9,4983.9
TXN02880,2024-03-22,P002,R01,SR019,C043,50,54.91,2745.5,2745.5
TXN02881,2025-11-08,P003,R03,SR003,C053,71,34.37,2440.27,2440.27
TXN02882,2024-02-15,P002,R04,SR004,C104,64,58.85,3766.4,3766.4
TXN02883,2024-08-18,P001,R01,SR007,C012,62,40.25,2495.5,2495.5
TXN02884,2024-02-17,P001,R02,SR014,C105,47,38.83,1825.01,1825.01
TXN02885,2024-02-17,P005,R06,SR006,C045,88,71.54,6295.52,6295.52
TXN02886,2024-10-22,P007,R04,SR028,C039,89,44.58,3967.62,3967.62
TXN02887,2025-02-13,P007,R04,SR022,C102,98,44.33,4344.34,4344.34
TXN02888,2024-04-08,P004,R01,SR025,C043,48,49.54,2377.92,2377.92
TXN02889,2025-02-17,P001,R06,SR024,C079,160,40.52,6483.2,6483.200000000001
TXN02890,2025-12-29,P001,R01,SR001,C060,110,41.19,4530.9,4530.9
TXN02891,2025-05-21,P003,R04,SR016,C104,75,34.92,2619.0,2619.0
TXN02892,2025-05-09,P002,R05,SR005,C115,191,54.79,10464.89,10464.89
TXN02893,2024-07-30,P005,R01,SR019,C094,62,69.24,4292.88,4292.88
TXN02894,2025-08-16,P007,R05,SR017,C084,109,40.71,4437.39,4437.39
TXN02895,2024-03-13,P007,R02,SR020,C069,53,43.8,2321.4,2321.3999999999996
TXN02896,2024-01-17,P001,R01,SR013,C043,55,42.95,2362.25,2362.25
TXN02897,2024-07-06,P003,R03,SR027,C054,58,34.4,1995.2,1995.1999999999998
TXN02898,2024-02-21,P007,R05,SR005,C107,106,40.93,4338.58,4338.58
TXN02899,2025-03-13,P006,R01,SR013,C067,164,28.66,4700.24,4700.24
TXN02900,2025-05-30,P008,R05,SR029,C107,67,32.63,2186.21,2186.21
TXN02901,2025-09-02,P003,R02,SR014,C092,43,34.63,1489.09,1489.0900000000001
TXN02902,2024-03-01,P008,R03,SR009,C019,39,31.72,1237.08,1237.08
TXN02903,2025-02-04,P008,R01,SR019,C057,43,30.57,1314.51,1314.51
TXN02904,2024-07-09,P001,R05,SR017,C107,122,38.28,4670.16,4670.16
TXN02905,2025-01-21,P002,R01,SR001,C094,81,55.75,4515.75,4515.75
TXN02906,2025-03-31,P005,R06,SR018,C118,46,71.5,3289.0,3289.0
TXN02907,2025-10-04,P007,R02,SR008,C105,36,44.96,1618.56,1618.56
TXN02908,2025-08-01,P004,R02,SR020,C069,50,50.16,2508.0,2508.0
TXN02909,2024-10-13,P006,R02,SR002,C042,82,28.55,2341.1,2341.1
TXN02910,2025-10-08,P008,R02,SR020,C090,27,32.11,866.97,866.97
TXN02911,2024-06-07,P001,R01,SR013,C055,95,41.58,3950.1,3950.1
TXN02912,2025-04-11,P004,R06,SR012,C106,42,47.77,2006.34,2006.3400000000001
TXN02913,2025-03-26,P001,R06,SR024,C045,127,40.84,5186.68,5186.68
TXN02914,2024-12-25,P005,R01,SR025,C027,27,67.63,1826.01,1826.0099999999998
TXN02915,2025-06-07,P006,R01,SR013,C067,113,27.88,3150.44,3150.44
TXN02916,2024-03-20,P003,R01,SR019,C012,70,37.48,2623.6,2623.6
TXN02917,2025-07-31,P004,R03,SR015,C025,27,48.65,1313.55,1313.55
TXN02918,2025-11-02,P007,R06,SR030,C001,38,43.97,1670.86,1670.86
TXN02919,2025-12-21,P005,R01,SR007,C094,52,67.67,3518.84,3518.84
TXN02920,2025-11-21,P004,R02,SR014,C036,40,52.03,2081.2,2081.2
TXN02921,2024-01-02,P001,R04,SR022,C091,128,40.73,5213.44,5213.44
TXN02922,2025-01-26,P005,R06,SR024,C047,29,66.54,1929.66,1929.66
TXN02923,2025-08-16,P005,R05,SR017,C032,77,63.81,4913.37,4913.37
TXN02924,2025-12-31,P004,R05,SR017,C107,83,48.8,4050.4,4050.3999999999996
TXN02925,2025-09-02,P002,R02,SR014,C108,54,53.7,2899.8,2899.8
TXN02926,2025-07-24,P002,R02,SR002,C069,69,57.64,3977.16,3977.16
TXN02927,2024-06-25,P004,R06,SR006,C110,78,49.36,3850.08,3850.08
TXN02928,2024-01-08,P005,R03,SR027,C018,64,67.03,4289.92,4289.92
TXN02929,2025-05-26,P002,R02,SR002,C007,234,52.41,12263.94,12263.939999999999
TXN02930,2025-12-02,P007,R01,SR007,C027,37,43.39,1605.43,1605.43
TXN02931,2024-04-29,P008,R06,SR018,C085,66,30.55,2016.3,2016.3
TXN02932,2025-05-05,P008,R04,SR028,C010,102,31.4,3202.8,3202.7999999999997
TXN02933,2024-01-13,P001,R04,SR016,C100,82,43.46,3563.72,3563.7200000000003
TXN02934,2025-07-21,P003,R01,SR013,C027,40,33.61,1344.4,1344.4
TXN02935,2025-10-14,P008,R02,SR020,C092,36,32.26,1161.36,1161.36
TXN02936,2024-09-27,P002,R05,SR029,C112,61,57.28,3494.08,3494.08
TXN02937,2024-09-16,P008,R02,SR020,C049,58,31.47,1825.26,1825.26
TXN02938,2024-12-20,P002,R06,SR006,C021,87,56.15,4885.05,4885.05
TXN02939,2025-03-24,P005,R01,SR025,C022,82,67.13,5504.66,5504.66
TXN02940,2025-03-29,P001,R01,SR013,C013,211,39.37,8307.07,8307.07
TXN02941,2025-11-29,P001,R06,SR006,C074,52,38.68,2011.36,2011.36
TXN02942,2025-09-01,P007,R01,SR019,C088,58,41.46,2404.68,2404.68
TXN02943,2025-05-24,P008,R04,SR022,C023,104,31.68,3294.72,3294.72
TXN02944,2025-02-24,P008,R01,SR013,C031,62,32.6,2021.2,2021.2
TXN02945,2024-06-17,P003,R05,SR029,C028,91,34.13,3105.83,3105.8300000000004
TXN02946,2024-02-28,P008,R02,SR008,C026,52,33.88,1761.76,1761.7600000000002
TXN02947,2025-05-31,P001,R04,SR028,C005,85,39.12,3325.2,3325.2
TXN02948,2025-12-07,P005,R01,SR025,C031,82,67.92,5569.44,5569.4400000000005
TXN02949,2024-10-20,P005,R01,SR013,C022,80,66.66,5332.8,5332.799999999999
TXN02950,2025-06-02,P008,R05,SR017,C063,47,32.25,1515.75,1515.75
TXN02951,2025-07-18,P006,R01,SR013,C060,91,27.71,2521.61,2521.61
TXN02952,2025-06-09,P002,R02,SR020,C026,96,56.64,5437.44,5437.4400000000005
TXN02953,2025-03-28,P002,R03,SR021,C006,82,55.94,4587.08,4587.08
TXN02954,2024-04-25,P004,R04,SR028,C091,73,49.54,3616.42,3616.42
TXN02955,2025-04-01,P001,R02,SR002,C058,152,39.63,6023.76,6023.76
TXN02956,2025-07-29,P002,R01,SR019,C012,70,58.07,4064.9,4064.9
TXN02957,2024-01-27,P008,R02,SR014,C090,31,33.42,1036.02,1036.02
TXN02958,2025-10-17,P001,R02,SR026,C097,52,42.94,2232.88,2232.88
TXN02959,2024-12-01,P005,R02,SR008,C036,27,71.32,1925.64,1925.6399999999999
TXN02960,2025-05-07,P004,R03,SR003,C041,79,49.51,3911.29,3911.29
TXN02961,2024-03-06,P006,R03,SR015,C072,27,28.13,759.51,759.51
TXN02962,2024-03-11,P005,R05,SR023,C038,49,67.59,3311.91,3311.9100000000003
TXN02963,2024-03-29,P001,R05,SR011,C093,103,39.92,4111.76,4111.76
TXN02964,2024-01-29,P005,R03,SR015,C019,55,65.8,3619.0,3619.0
TXN02965,2025-09-09,P007,R01,SR013,C043,40,42.29,1691.6,1691.6
TXN02966,2025-08-02,P002,R06,SR024,C077,96,52.34,5024.64,5024.64
TXN02967,2025-05-07,P004,R05,SR023,C081,173,50.8,8788.4,8788.4
TXN02968,2025-02-03,P008,R06,SR012,C116,24,32.38,777.12,777.1200000000001
TXN02969,2024-09-07,P007,R02,SR002,C007,137,43.94,6019.78,6019.78
TXN02970,2024-09-06,P005,R01,SR001,C067,107,69.0,7383.0,7383.0
TXN02971,2024-07-27,P004,R06,SR006,C016,107,50.03,5353.21,5353.21
TXN02972,2024-10-31,P004,R01,SR001,C060,86,49.68,4272.48,4272.48
TXN02973,2024-01-13,P001,R01,SR019,C022,127,36.62,4650.74,4650.74
TXN02974,2025-01-02,P006,R04,SR028,C103,83,26.97,2238.51,2238.5099999999998
TXN02975,2025-12-22,P006,R05,SR023,C081,126,29.78,3752.28,3752.28
TXN02976,2025-07-31,P005,R03,SR027,C053,81,68.19,5523.39,5523.389999999999
TXN02977,2025-01-09,P007,R02,SR026,C026,67,42.08,2819.36,2819.3599999999997
TXN02978,2024-11-18,P006,R06,SR024,C021,49,29.31,1436.19,1436.1899999999998
TXN02979,2025-05-25,P001,R06,SR024,C113,90,41.41,3726.9,3726.8999999999996
TXN02980,2025-08-15,P002,R03,SR003,C053,92,55.9,5142.8,5142.8
TXN02981,2025-08-18,P006,R01,SR025,C027,37,29.1,1076.7,1076.7
TXN02982,2025-07-18,P002,R01,SR013,C057,92,53.53,4924.76,4924.76
TXN02983,2025-01-11,P006,R05,SR011,C107,89,28.29,2517.81,2517.81
TXN02984,2024-07-21,P003,R03,SR027,C037,114,33.73,3845.22,3845.22
TXN02985,2025-11-15,P001,R04,SR004,C046,27,37.48,1011.96,1011.9599999999999
TXN02986,2025-10-13,P004,R01,SR007,C088,44,47.86,2105.84,2105.84
TXN02987,2024-09-15,P004,R04,SR028,C010,112,48.28,5407.36,5407.360000000001
TXN02988,2024-09-10,P004,R03,SR021,C053,69,50.32,3472.08,3472.08
TXN02989,2025-08-28,P002,R02,SR002,C058,140,54.0,7560.0,7560.0
TXN02990,2024-05-23,P002,R02,SR002,C069,53,54.02,2863.06,2863.06
TXN02991,2024-06-24,P003,R03,SR021,C011,67,33.75,2261.25,2261.25
TXN02992,2024-06-07,P004,R01,SR007,C027,38,51.26,1947.88,1947.8799999999999
TXN02993,2024-09-21,P001,R03,SR021,C041,92,38.94,3582.48,3582.4799999999996
TXN02994,2024-11-09,P004,R04,SR028,C095,46,44.31,2038.26,2038.2600000000002
TXN02995,2024-10-25,P007,R02,SR026,C101,84,42.05,3532.2,3532.2
TXN02996,2025-11-22,P005,R01,SR019,C031,66,66.92,4416.72,4416.72
TXN02997,2024-07-12,P002,R06,SR012,C066,111,56.6,6282.6,6282.6
TXN02998,2025-12-30,P003,R01,SR025,C017,36,33.97,1222.92,1222.92
TXN02999,2024-06-10,P001,R02,SR014,C034,94,40.93,3847.42,3847.42
TXN03000,2025-08-30,P001,R01,SR007,C088,73,40.29,2941.17,2941.17
TXN03001,2024-10-19,P002,R01,SR019,C017,52,53.9,2802.8,2802.7999999999997
TXN03002,2025-01-29,P003,R04,SR010,C039,80,36.23,2898.4,2898.3999999999996
TXN03003,2025-12-08,P001,R03,SR027,C109,65,40.27,2617.55,2617.55
TXN03004,2025-04-07,P006,R01,SR019,C067,115,29.96,3445.4,3445.4
TXN03005,2025-12-01,P006,R01,SR007,C022,63,29.28,1844.64,1844.64
TXN03006,2025-04-03,P002,R02,SR014,C026,87,54.9,4776.3,4776.3
TXN03007,2024-07-21,P001,R01,SR007,C111,137,39.11,5358.07,5358.07
TXN03008,2024-08-23,P003,R03,SR027,C030,66,34.72,2291.52,2291.52
TXN03009,2024-02-29,P003,R03,SR003,C003,107,34.45,3686.15,3686.15
TXN03010,2024-05-21,P006,R03,SR027,C014,95,27.86,2646.7,2646.7
TXN03011,2024-04-27,P001,R03,SR015,C009,44,42.36,1863.84,1863.84
TXN03012,2024-03-28,P003,R01,SR025,C055,72,35.1,2527.2,2527.2000000000003
TXN03013,2025-11-10,P007,R02,SR008,C097,26,41.77,1086.02,1086.02
TXN03014,2025-11-24,P004,R01,SR025,C027,46,47.86,2201.56,2201.56
TXN03015,2024-07-18,P001,R01,SR025,C057,98,39.73,3893.54,3893.5399999999995
TXN03016,2025-07-24,P004,R03,SR015,C072,34,48.35,1643.9,1643.9
TXN03017,2025-10-01,P001,R04,SR010,C040,92,38.59,3550.28,3550.28
TXN03018,2024-08-10,P007,R03,SR021,C011,58,42.88,2487.04,2487.04
TXN03019,2025-05-31,P006,R01,SR025,C031,75,28.85,2163.75,2163.75
TXN03020,2025-09-13,P003,R06,SR030,C099,44,33.21,1461.24,1461.24
TXN03021,2025-08-19,P004,R03,SR021,C072,44,52.03,2289.32,2289.32
TXN03022,2025-07-26,P007,R06,SR024,C118,48,41.83,2007.84,2007.84
TXN03023,2025-02-08,P002,R02,SR026,C108,105,56.23,5904.15,5904.15
TXN03024,2025-09-13,P008,R03,SR027,C037,70,33.91,2373.7,2373.7
TXN03025,2025-06-16,P001,R03,SR015,C006,68,38.51,2618.68,2618.68
TXN03026,2025-03-29,P006,R01,SR025,C088,60,27.97,1678.2,1678.1999999999998
TXN03027,2025-09-02,P008,R02,SR008,C042,67,31.3,2097.1,2097.1
TXN03028,2024-11-06,P005,R01,SR025,C043,35,70.54,2468.9,2468.9
TXN03029,2025-05-14,P003,R01,SR019,C094,65,35.34,2297.1,2297.1000000000004
TXN03030,2024-05-16,P002,R05,SR011,C032,154,56.0,8624.0,8624.0
TXN03031,2024-09-14,P002,R01,SR007,C094,68,56.12,3816.16,3816.16
TXN03032,2024-02-27,P004,R03,SR027,C030,68,50.01,3400.68,3400.68
TXN03033,2024-06-11,P007,R05,SR023,C032,116,43.96,5099.36,5099.36
TXN03034,2025-01-03,P008,R02,SR008,C108,47,32.33,1519.51,1519.51
TXN03035,2025-06-14,P006,R03,SR009,C054,64,27.47,1758.08,1758.08
TXN03036,2024-03-04,P002,R05,SR005,C028,120,51.75,6210.0,6210.0
TXN03037,2024-05-03,P001,R01,SR001,C043,66,39.54,2609.64,2609.64
TXN03038,2024-12-07,P001,R05,SR005,C114,61,40.27,2456.47,2456.4700000000003
TXN03039,2025-05-23,P004,R01,SR001,C094,68,52.28,3555.04,3555.04
TXN03040,2025-03-18,P008,R05,SR005,C063,45,32.56,1465.2,1465.2
TXN03041,2024-11-01,P003,R05,SR029,C008,30,33.66,1009.8,1009.8
TXN03042,2024-03-13,P008,R05,SR029,C028,51,31.78,1620.78,1620.78
TXN03043,2025-04-18,P005,R01,SR007,C022,81,69.88,5660.28,5660.28
TXN03044,2025-03-11,P004,R06,SR030,C035,88,45.89,4038.32,4038.32
TXN03045,2025-11-24,P002,R04,SR010,C091,93,54.66,5083.38,5083.38
TXN03046,2025-01-16,P003,R02,SR002,C026,91,33.96,3090.36,3090.36
TXN03047,2025-11-27,P002,R03,SR027,C003,103,55.36,5702.08,5702.08
TXN03048,2025-10-05,P007,R05,SR005,C056,46,41.38,1903.48,1903.48
TXN03049,2025-01-01,P008,R05,SR029,C028,53,29.88,1583.64,1583.6399999999999
TXN03050,2025-03-04,P002,R02,SR014,C049,115,54.17,6229.55,6229.55
TXN03051,2024-05-12,P001,R02,SR020,C090,58,42.18,2446.44,2446.44
TXN03052,2024-01-16,P004,R03,SR003,C024,42,49.69,2086.98,2086.98
TXN03053,2024-08-08,P001,R01,SR001,C012,67,40.45,2710.15,2710.15
TXN03054,2025-04-04,P002,R05,SR017,C020,124,51.93,6439.32,6439.32
TXN03055,2025-11-02,P004,R04,SR022,C029,29,49.17,1425.93,1425.93
TXN03056,2025-10-01,P004,R05,SR029,C056,39,47.6,1856.4,1856.4
TXN03057,2025-11-16,P003,R05,SR017,C028,70,31.49,2204.3,2204.2999999999997
TXN03058,2025-12-29,P004,R01,SR007,C094,47,50.05,2352.35,2352.35
TXN03059,2025-03-18,P005,R02,SR014,C033,117,68.23,7982.91,7982.910000000001
TXN03060,2024-09-09,P007,R02,SR020,C058,72,42.4,3052.8,3052.7999999999997
TXN03061,2024-09-17,P003,R06,SR018,C066,55,33.14,1822.7,1822.7
TXN03062,2024-12-10,P002,R01,SR013,C055,74,55.46,4104.04,4104.04
TXN03063,2024-06-06,P008,R01,SR001,C094,44,31.18,1371.92,1371.92
TXN03064,2025-11-14,P001,R03,SR015,C009,32,37.72,1207.04,1207.04
TXN03065,2024-07-09,P006,R01,SR007,C031,76,28.75,2185.0,2185.0
TXN03066,2024-03-31,P003,R02,SR008,C075,102,35.0,3570.0,3570.0
TXN03067,2025-02-18,P006,R02,SR002,C069,60,29.76,1785.6,1785.6000000000001
TXN03068,2025-09-30,P001,R01,SR001,C027,53,38.32,2030.96,2030.96
TXN03069,2024-10-30,P005,R06,SR018,C044,40,69.83,2793.2,2793.2
TXN03070,2025-03-11,P004,R04,SR022,C023,137,45.39,6218.43,6218.43
TXN03071,2025-08-21,P006,R02,SR002,C007,141,30.64,4320.24,4320.24
TXN03072,2025-09-27,P004,R02,SR008,C097,36,47.41,1706.76,1706.7599999999998
TXN03073,2025-11-18,P004,R04,SR022,C080,110,50.21,5523.1,5523.1
TXN03074,2025-11-18,P006,R05,SR011,C081,123,28.36,3488.28,3488.2799999999997
TXN03075,2025-09-23,P004,R01,SR013,C013,122,52.75,6435.5,6435.5
TXN03076,2025-07-10,P002,R04,SR022,C102,128,53.22,6812.16,6812.16
TXN03077,2024-08-18,P003,R02,SR014,C101,70,35.13,2459.1,2459.1000000000004
TXN03078,2025-07-17,P003,R03,SR015,C082,40,32.73,1309.2,1309.1999999999998
TXN03079,2024-07-05,P004,R04,SR028,C104,68,52.13,3544.84,3544.84
TXN03080,2024-10-24,P003,R01,SR013,C119,35,34.55,1209.25,1209.25
TXN03081,2024-01-19,P006,R06,SR018,C074,37,27.74,1026.38,1026.3799999999999
TXN03082,2025-01-15,P001,R03,SR027,C082,97,39.67,3847.99,3847.9900000000002
TXN03083,2025-08-27,P002,R02,SR014,C090,64,55.53,3553.92,3553.92
TXN03084,2025-08-15,P003,R05,SR011,C068,48,35.12,1685.76,1685.7599999999998
TXN03085,2024-02-06,P003,R01,SR013,C088,72,34.11,2455.92,2455.92
TXN03086,2024-01-01,P006,R02,SR020,C071,50,28.52,1426.0,1426.0
TXN03087,2024-04-28,P006,R03,SR027,C025,29,28.21,818.09,818.09
TXN03088,2024-12-26,P004,R01,SR013,C031,89,47.67,4242.63,4242.63
TXN03089,2024-12-11,P004,R05,SR011,C096,71,50.44,3581.24,3581.24
TXN03090,2024-03-25,P005,R01,SR013,C088,59,70.54,4161.86,4161.860000000001
TXN03091,2024-09-09,P001,R01,SR025,C012,78,39.53,3083.34,3083.34
TXN03092,2025-12-25,P001,R01,SR013,C022,125,39.48,4935.0,4935.0
TXN03093,2025-04-18,P004,R01,SR019,C088,70,51.65,3615.5,3615.5
TXN03094,2024-11-16,P008,R06,SR030,C089,22,29.95,658.9,658.9
TXN03095,2024-06-14,P002,R01,SR019,C064,120,53.03,6363.6,6363.6
TXN03096,2024-04-03,P002,R01,SR013,C043,50,56.25,2812.5,2812.5
TXN03097,2025-10-25,P002,R05,SR023,C093,85,50.64,4304.4,4304.4
