Transaction_ID,Date,Product_ID,Region_ID,Sales_Rep_ID,Customer_ID,Units_Sold,Unit_Price,Revenue
TXN04214,2025-03-27,P003,R02,SR008,C078,128,33.36,4270.08
TXN04215,2024-03-04,P003,R01,SR019,C111,179,34.26,6132.54
TXN04216,2025-09-15,P004,R05,SR011,C063,79,50.1,3957.9
TXN04217,2025-09-15,P001,R03,SR027,C082,85,41.07,3490.95
TXN04218,2025-09-30,P001,R01,SR001,C067,144,39.13,5634.72
TXN04219,2025-08-26,P008,R05,SR011,C117,55,30.61,1683.55
TXN04220,2025-07-30,P007,R01,SR013,C057,70,43.66,3056.2
TXN04221,2025-03-05,P008,R02,SR026,C049,89,33.48,2979.72
TXN04222,2024-12-06,P008,R01,SR025,C013,91,33.68,3064.88
TXN04223,2025-07-18,P002,R02,SR014,C071,69,51.08,3524.52
TXN04224,2024-12-17,P001,R06,SR006,C118,67,40.8,2733.6
TXN04225,2024-04-15,P003,R05,SR029,C008,41,32.55,1334.55
TXN04226,2025-09-25,P003,R02,SR002,C097,46,34.25,1575.5
TXN04227,2025-04-30,P002,R05,SR023,C115,203,54.31,11024.93
TXN04228,2025-11-25,P002,R01,SR001,C060,106,54.98,5827.88
TXN04229,2024-03-25,P002,R01,SR019,C088,78,57.63,4495.14
TXN04230,2024-07-03,P001,R04,SR028,C010,183,38.53,7050.99
TXN04231,2025-08-25,P003,R05,SR005,,80,32.08,2566.4
TXN04232,2025-06-23,P005,R01,SR013,C043,45,67.1,3019.5
TXN04233,2025-05-24,P002,R02,SR014,C075,154,55.1,8485.4
TXN04234,2024-09-10,P008,R03,SR015,C041,32,33.66,1077.12
TXN04235,2025-06-17,P008,R03,SR021,C003,63,31.84,2005.92
TXN04236,2025-09-25,P003,R04,SR016,C048,74,34.59,2559.66
TXN04237,2024-11-10,P006,R01,SR001,C111,124,28.29,3507.96
TXN04238,2025-06-14,P005,R06,SR012,C076,69,68.52,4727.88
TXN04239,2025-01-02,P006,R03,SR015,C072,31,27.38,848.78
TXN04240,2025-04-19,P003,R03,SR021,C011,64,34.93,2235.52
TXN04241,2025-10-23,P002,R05,SR017,C115,115,55.57,6390.55
TXN04242,2024-01-09,P004,R01,SR001,C094,57,47.82,2725.74
TXN04243,2025-11-06,P003,R06,SR018,C098,87,34.69,3018.03
TXN04244,2024-09-15,P005,R05,SR017,C081,98,68.84,6746.32
TXN04245,2024-01-04,P008,R04,SR010,C091,50,32.37,1618.5
TXN04246,2025-05-04,P004,R03,SR003,C009,60,49.67,2980.2
TXN04247,2025-07-03,P001,R02,SR008,C105,51,41.65,2124.15
TXN04248,2025-10-25,P005,R04,SR010,C080,115,66.41,7637.15
TXN04249,2024-05-06,P008,R01,SR025,C111,123,32.65,4015.95
TXN04250,2025-11-24,P005,R05,SR023,C056,38,72.79,2766.02
TXN04251,2025-05-14,P005,R01,SR025,C022,71,71.56,5080.76
TXN04252,2024-03-29,P001,R02,SR002,C092,71,40.52,2876.92
TXN04253,2024-06-23,P004,R04,SR010,C104,74,51.18,3787.32
TXN04254,2024-06-29,P003,R01,SR025,C067,149,33.11,4933.39
TXN04255,2024-09-17,P002,R05,SR029,C083,40,56.56,2262.4
TXN04256,2025-06-20,P004,R03,SR009,C052,36,50.94,1833.84
TXN04257,2024-12-10,P005,R01,SR013,C022,80,62.76,5020.8
TXN04258,2025-01-15,P006,R02,SR020,C036,52,30.48,1584.96
TXN04259,2024-03-22,P006,R01,SR019,C119,34,29.53,1004.02
TXN04260,2025-08-29,P007,R01,SR025,C043,46,43.22,1988.12
TXN04261,2024-05-19,P007,R05,SR011,C032,107,43.71,4676.97
TXN04262,2025-06-11,P004,R02,SR020,C078,177,48.5,8584.5
TXN04263,2024-03-05,P003,R05,SR023,C063,95,35.22,3345.9
TXN04264,2025-11-05,P002,R01,SR025,C027,42,52.13,2189.46
TXN04265,2025-07-31,P003,R05,SR011,C093,80,34.08,2726.4
TXN04266,2025-09-20,P003,R04,SR010,C070,127,34.82,4422.14
TXN04267,2024-03-16,P005,R05,SR005,C081,133,69.59,9255.47
TXN04268,2025-12-20,P004,R06,SR024,C087,65,52.13,3388.45
TXN04269,2024-11-25,P001,R01,SR019,C017,57,37.71,2149.47
TXN04270,2024-06-10,P007,R02,SR026,C092,50,43.12,2156.0
TXN04271,2024-02-25,P006,R05,SR017,C093,59,29.36,1732.24
TXN04272,2025-04-20,P001,R02,SR002,C075,291,38.42,11180.22
TXN04273,2025-09-08,P002,R01,SR019,C067,138,54.64,7540.32
TXN04274,2025-02-14,P004,R03,SR015,C011,45,51.19,2303.55
TXN04275,2024-07-28,P004,R06,SR018,C113,53,47.34,2509.02
TXN04276,2025-08-13,P006,R01,SR007,C094,35,29.06,1017.1
TXN04277,2025-11-14,P001,R05,SR017,C020,104,39.34,4091.36
TXN04278,2024-07-01,P001,R05,SR017,C008,42,40.98,1721.16
TXN04279,2024-07-25,P006,R03,SR027,C024,40,27.51,1100.4
TXN04280,2024-09-28,P006,R01,SR025,C043,38,27.76,1054.88
TXN04281,2024-05-22,P001,R03,SR009,C006,81,38.09,3085.29
TXN04282,2025-02-22,P001,R01,SR019,C064,138,38.98,5379.24
TXN04283,2024-12-11,P003,R01,SR019,C067,136,35.13,4777.68
TXN04284,2024-06-16,P005,R05,SR011,C083,71,63.48,4507.08
TXN04285,2025-06-08,P001,R06,SR018,C044,80,38.59,3087.2
TXN04286,2024-03-02,P006,R02,SR026,C101,96,30.21,2900.16
TXN04287,2024-12-12,P001,R04,SR016,C004,59,40.62,2396.58
TXN04288,2024-06-28,P008,R01,SR019,C017,41,33.76,1384.16
TXN04289,2024-07-08,P006,R06,SR030,C066,86,26.63,2290.18
TXN04290,2025-06-11,P003,R01,SR025,C055,68,33.94,2307.92
TXN04291,2024-08-17,P008,R01,SR001,C088,43,32.09,1379.87
TXN04292,2024-03-09,P002,R05,SR017,C096,91,58.94,5363.54
TXN04293,2024-07-27,P006,R03,SR009,C024,30,28.99,869.7
TXN04294,2025-10-06,P001,R02,SR020,C101,138,40.48,5586.24
TXN04295,2025-11-26,P007,R01,SR001,C022,67,41.76,2797.92
TXN04296,2024-12-23,P002,R01,SR001,C027,56,56.49,3163.44
TXN04297,2025-04-26,P001,R01,SR001,C043,63,40.79,2569.77
TXN04298,2025-04-05,P003,R01,SR001,C055,72,34.43,2478.96
TXN04299,2024-01-16,P006,R04,SR004,C100,58,29.05,1684.9
TXN04300,2025-03-29,P008,R02,SR002,C034,75,29.75,2231.25
TXN04301,2025-02-16,P002,R03,SR015,C018,45,56.89,2560.05
TXN04302,2024-01-02,P008,R06,SR024,C113,35,33.41,1169.35
TXN04303,2025-01-09,P002,R04,SR016,C039,108,53.65,5794.2
TXN04304,2025-02-14,P003,R02,SR014,C078,133,32.49,4321.17
TXN04305,2024-09-24,P007,R03,SR027,C052,53,44.49,2357.97
TXN04306,2025-12-04,P002,R03,SR003,C030,76,60.3,4582.8
TXN04307,2025-02-25,P001,R03,SR003,C014,163,42.09,6860.67
TXN04308,2024-04-10,P003,R06,SR012,C001,43,34.12,1467.16
TXN04309,2025-01-21,P002,R04,SR004,C103,109,50.91,5549.19
TXN04310,2025-04-23,P007,R02,SR002,C042,138,44.7,6168.6
TXN04311,2025-10-03,P008,R02,SR008,C049,59,31.61,1864.99
TXN04312,2025-03-09,P008,R02,SR020,C090,47,32.34,1519.98
TXN04313,2024-10-04,P006,R01,SR025,C088,57,28.64,1632.48
TXN04314,2025-11-14,P008,R05,SR017,C081,73,30.97,2260.81
TXN04315,2025-12-26,P006,R02,SR014,C090,40,30.29,1211.6
TXN04316,2025-05-27,P005,R03,SR021,C054,62,68.83,4267.46
TXN04317,2024-06-28,P008,R04,SR010,C039,69,30.62,2112.78
TXN04318,2025-08-02,P007,R02,SR026,C069,51,43.32,2209.32
TXN04319,2025-02-18,P008,R01,SR025,C064,72,31.77,2287.44
TXN04320,2025-12-10,P006,R01,SR001,C043,51,30.37,1548.87
TXN04321,2025-01-21,P008,R02,SR014,C108,43,32.49,1397.07
TXN04322,2025-01-29,P008,R01,SR013,C119,16,32.14,514.24
TXN04323,2025-11-14,P002,R02,SR014,C078,141,56.04,7901.64
TXN04324,2025-12-10,P005,R05,SR005,C096,43,70.05,3012.15
TXN04325,2025-05-19,P004,R01,SR013,C094,63,48.29,3042.27
TXN04326,2025-01-15,P007,R04,SR016,C065,28,42.16,1180.48
TXN04327,2025-05-12,P001,R03,SR003,C019,112,41.15,4608.8
TXN04328,2024-05-26,P002,R02,SR020,C108,80,56.93,4554.4
TXN04329,2025-09-14,P004,R06,SR006,C099,48,48.24,2315.52
TXN04330,2025-06-07,P001,R06,SR012,C099,56,39.69,2222.64
TXN04331,2024-04-14,P008,R04,SR016,C004,29,33.09,959.61
TXN04332,2024-01-05,P007,R05,SR005,C081,104,43.38,4511.52
TXN04333,2025-11-13,P003,R04,SR010,C102,90,35.45,3190.5
TXN04334,2025-01-24,P004,R02,SR008,C092,51,48.25,2460.75
TXN04335,2024-09-23,P002,R03,SR027,C011,84,55.87,4693.08
TXN04336,2024-09-29,P002,R06,SR012,C061,87,56.03,4874.61
TXN04337,2025-03-14,P002,R02,SR008,C033,177,54.54,9653.58
TXN04338,2025-01-27,P006,R02,SR020,C090,48,27.25,1308.0
TXN04339,2025-09-07,P001,R04,SR028,C100,72,40.55,2919.6
TXN04340,2025-05-20,P007,R02,SR002,C090,57,43.17,2460.69
TXN04341,2024-12-02,P008,R06,SR024,C044,45,30.66,1379.7
TXN04342,2025-12-03,P001,R01,SR001,C064,142,40.59,5763.78
TXN04343,2025-03-28,P005,R01,SR007,C055,42,68.5,2877.0
TXN04344,2024-05-01,P001,R04,SR022,C091,150,40.99,6148.5
TXN04345,2025-08-01,P006,R01,SR007,C060,68,28.87,1963.16
TXN04346,2024-06-16,P003,R01,SR007,C022,96,33.34,3200.64
TXN04347,2025-06-28,P004,R01,SR001,C027,51,49.54,2526.54
TXN04348,2025-09-15,P004,R03,SR003,C041,60,47.39,2843.4
TXN04349,2024-11-13,P004,R04,SR010,C010,108,48.94,5285.52
TXN04350,2025-11-21,P002,R06,SR024,C120,84,50.6,4250.4
TXN04351,2024-08-13,P004,R01,SR007,C031,90,49.03,4412.7
TXN04352,2025-03-28,P002,R02,SR014,C033,171,54.3,9285.3
TXN04353,2024-10-31,P005,R03,SR015,C025,24,73.11,1754.64
TXN04354,2025-03-25,P004,R01,SR007,C111,104,47.18,4906.72
TXN04355,2025-02-01,P006,R01,SR007,C013,95,28.82,2737.9
TXN04356,2025-07-26,P002,R04,SR022,C039,113,56.82,6420.66
TXN04357,2024-11-05,P007,R03,SR009,C025,23,42.51,977.73
TXN04358,2025-06-09,P004,R04,SR010,C040,70,49.06,3434.2
TXN04359,2025-10-17,P002,R01,SR007,C031,81,53.75,4353.75
TXN04360,2024-06-09,P007,R02,SR008,C105,40,41.36,1654.4
TXN04361,2025-04-17,P001,R01,SR019,C111,216,38.76,8372.16
TXN04362,2025-01-02,P006,R01,SR025,C057,64,29.98,1918.72
TXN04363,2024-05-14,P008,R01,SR007,C094,44,32.53,1431.32
TXN04364,2025-01-04,P005,R03,SR021,C025,31,69.79,2163.49
TXN04365,2024-04-22,P007,R02,SR014,C105,37,45.56,1685.72
TXN04366,2025-02-12,P002,R01,SR001,C055,61,54.11,3300.71
TXN04367,2025-01-13,P003,R03,SR021,C072,55,34.34,1888.7
TXN04368,2024-12-28,P002,R05,SR017,C028,98,54.54,5344.92
TXN04369,2025-02-27,P005,R01,SR007,C094,47,62.56,2940.32
TXN04370,2024-11-30,P004,R06,SR030,C035,83,48.99,4066.17
TXN04371,2024-08-16,P001,R02,SR026,C101,132,41.11,5426.52
TXN04372,2024-09-10,P008,R01,SR001,C064,51,31.12,1587.12
TXN04373,2025-06-14,P004,R06,SR006,C087,87,49.27,4286.49
TXN04374,2025-03-29,P008,R02,SR014,C092,33,32.12,1059.96
TXN04375,2024-11-21,P001,R01,SR025,C027,55,40.21,2211.55
TXN04376,2025-10-27,P005,R03,SR027,C009,38,69.02,2622.76
TXN04377,2025-04-25,P003,R03,SR027,C003,98,34.17,3348.66
TXN04378,2024-09-25,P008,R01,SR013,C119,27,31.79,858.33
TXN04379,2025-02-26,P002,R04,SR028,C010,155,56.91,8821.05
TXN04380,2025-07-30,P007,R02,SR026,C078,164,45.23,7417.72
TXN04381,2025-11-14,P008,R04,SR004,C005,47,33.85,1590.95
TXN04382,2024-06-26,P001,R01,SR025,C013,182,38.96,7090.72
TXN04383,2024-06-11,P005,R01,SR019,C088,63,66.3,4176.9
TXN04384,2024-09-15,P004,R01,SR013,C111,119,46.11,5487.09
TXN04385,2024-06-11,P003,R02,SR020,C049,114,34.28,3907.92
TXN04386,2025-11-15,P008,R02,SR002,C034,74,32.25,2386.5
TXN04387,2024-05-06,P002,R04,SR016,C029,39,53.23,2075.97
TXN04388,2024-03-16,P002,R02,SR008,C026,71,53.01,3763.71
TXN04389,2024-05-03,P001,R04,SR004,C010,190,41.06,7801.4
TXN04390,2025-06-22,P005,R02,SR026,C092,49,70.26,3442.74
TXN04391,2025-04-20,P003,R02,SR008,C026,56,34.03,1905.68
TXN04392,2024-12-23,P005,R04,SR022,C046,19,70.04,1330.76
TXN04393,2024-05-23,P001,R05,SR005,C073,87,40.84,3553.08
TXN04394,2024-04-05,P002,R06,SR012,C062,61,57.44,3503.84
TXN04395,2025-09-12,P003,R01,SR001,C012,58,36.06,2091.48
TXN04396,2024-04-13,P001,R05,SR005,C038,70,39.18,2742.6
TXN04397,2025-06-09,P002,R01,SR025,C012,87,54.99,4784.13
TXN04398,2024-05-22,P001,R02,SR008,C075,172,40.41,6950.52
TXN04399,2024-10-20,P007,R03,SR009,C052,30,41.3,1239.0
TXN04400,2025-01-23,P005,R05,SR011,C115,142,67.81,9629.02
TXN04401,2025-04-20,P005,R05,SR017,C020,98,69.12,6773.76
TXN04402,2025-11-27,P004,R01,SR013,C055,63,46.94,2957.22
TXN04403,2025-06-03,P004,R03,SR027,C003,99,46.04,4557.96
TXN04404,2025-08-01,P002,R05,SR011,C107,129,52.23,6737.67
TXN04405,2024-01-21,P001,R05,SR029,C020,117,38.31,4482.27
TXN04406,2025-06-18,P004,R01,SR025,C111,114,50.71,5780.94
TXN04407,2025-10-12,P001,R04,SR022,C095,87,39.87,3468.69
TXN04408,2025-02-08,P001,R01,SR007,C119,27,39.95,1078.65
TXN04409,2024-04-09,P007,R04,SR022,C010,136,42.52,5782.72
TXN04410,2024-09-15,P003,R03,SR003,C037,115,32.75,3766.25
TXN04411,2024-07-28,P002,R05,SR017,C107,102,53.74,5481.48
TXN04412,2024-07-13,P003,R04,SR004,C039,94,36.13,3396.22
TXN04413,2025-05-30,P003,R05,SR023,C038,50,31.63,1581.5
TXN04414,2025-01-17,P005,R01,SR019,C022,92,67.57,6216.44
TXN04415,2024-02-28,P003,R04,SR028,C091,91,33.75,3071.25
TXN04416,2025-07-20,P002,R01,SR001,C022,122,56.56,6900.32
TXN04417,2024-06-05,P004,R06,SR024,C113,53,52.35,2774.55
TXN04418,2025-08-01,P006,R03,SR009,C024,39,28.71,1119.69
TXN04419,2025-03-21,P001,R06,SR030,C086,141,41.26,5817.66
TXN04420,2024-10-14,P006,R03,SR027,C025,28,28.53,798.84
TXN04421,2024-10-29,P002,R06,SR024,C106,40,53.45,2138.0
TXN04422,2025-02-15,P003,R03,SR021,C024,44,33.32,1466.08
TXN04423,2024-05-13,P004,R02,SR020,C105,54,49.16,2654.64
TXN04424,2025-10-23,P002,R05,SR005,C038,54,54.37,2935.98
TXN04425,2024-10-31,P005,R01,SR019,C027,41,67.15,2753.15
TXN04426,2024-05-03,P003,R01,SR019,C013,148,33.56,4966.88
TXN04427,2024-01-23,P004,R03,SR027,C053,68,51.14,3477.52
TXN04428,2024-07-30,P005,R01,SR025,C067,93,65.76,6115.68
TXN04429,2025-01-06,P006,R04,SR016,C048,62,28.33,1756.46
TXN04430,2024-12-30,P003,R02,SR026,C033,119,31.95,3802.05
TXN04431,2024-10-02,P007,R05,SR023,C117,66,43.31,2858.46
TXN04432,2025-05-03,P007,R05,SR029,C107,82,43.25,3546.5
TXN04433,2025-03-19,P001,R01,SR001,C027,53,38.19,2024.07
TXN04434,2025-02-12,P005,R01,SR025,C060,92,68.0,6256.0
TXN04435,2025-07-31,P001,R05,SR029,C008,51,40.76,2078.76
TXN04436,2024-09-30,P006,R06,SR006,C120,59,28.56,1685.04
TXN04437,2025-12-08,P006,R01,SR007,C064,85,28.73,2442.05
TXN04438,2024-11-27,P006,R03,SR003,C072,53,28.41,1505.73
TXN04439,2024-07-01,P002,R01,SR013,C031,114,56.77,6471.78
TXN04440,2025-10-21,P002,R04,SR028,C004,42,53.85,2261.7
TXN04441,2024-01-16,P005,R03,SR009,C025,14,67.16,940.24
TXN04442,2025-12-18,P006,R02,SR008,C071,58,30.52,1770.16
TXN04443,2025-01-19,P003,R05,SR017,C096,57,33.24,1894.68
TXN04444,2024-03-24,P004,R03,SR021,C019,86,49.23,4233.78
TXN04445,2024-12-07,P007,R05,SR029,C032,70,39.72,2780.4
TXN04446,2024-05-11,P001,R02,SR002,C036,84,40.81,3428.04
TXN04447,2024-12-30,P008,R05,SR005,C032,66,31.67,2090.22
TXN04448,2024-03-18,P001,R03,SR027,C037,206,40.33,8307.98
TXN04449,2025-03-20,P008,R03,SR021,C052,32,33.84,1082.88
TXN04450,2024-06-23,P006,R01,SR013,C055,61,28.73,1752.53
TXN04451,2025-11-17,P001,R01,SR025,C088,60,36.53,2191.8
TXN04452,2025-02-24,P006,R03,SR003,C024,41,29.65,1215.65
TXN04453,2024-11-07,P001,R01,SR007,C094,63,40.22,2533.86
TXN04454,2024-01-08,P002,R02,SR014,C069,44,53.38,2348.72
TXN04455,2025-04-17,P002,R01,SR001,C111,146,53.93,7873.78
TXN04456,2025-08-25,P002,R03,SR021,C003,96,54.94,5274.24
TXN04457,2025-02-15,P001,R06,SR018,C110,75,39.27,2945.25
TXN04458,2025-12-20,P005,R06,SR012,C089,30,71.37,2141.1
TXN04459,2025-06-23,P002,R02,SR014,C105,61,57.99,3537.39
TXN04460,2025-12-08,P006,R02,SR020,C071,71,29.1,2066.1
TXN04461,2025-10-14,P001,R01,SR001,C043,61,38.3,2336.3
TXN04462,2024-03-16,P006,R06,SR030,C047,42,29.04,1219.68
TXN04463,2024-04-28,P002,R01,SR007,C057,48,52.19,2505.12
TXN04464,2024-11-26,P004,R06,SR012,C113,76,50.96,3872.96
TXN04465,2025-10-02,P003,R01,SR013,C060,74,34.81,2575.94
TXN04466,2025-03-24,P003,R06,SR018,C077,80,36.92,2953.6
TXN04467,2024-12-10,P007,R02,SR008,C105,31,41.42,1284.02
TXN04468,2025-04-11,P003,R02,SR008,C069,46,32.76,1506.96
TXN04469,2025-04-08,P008,R05,SR017,C114,28,30.51,854.28
TXN04470,2024-10-15,P002,R03,SR003,C109,55,56.78,3122.9
TXN04471,2024-09-01,P006,R05,SR023,C117,68,28.61,1945.48
TXN04472,2024-01-08,P002,R06,SR012,C089,37,56.01,2072.37
TXN04473,2024-10-08,P003,R05,SR017,C107,90,34.11,3069.9
TXN04474,2024-10-06,P001,R04,SR004,C029,28,40.0,1120.0
TXN04475,2024-05-16,P006,R06,SR012,C099,38,29.16,1108.08
TXN04476,2025-04-16,P003,R04,SR004,C100,66,34.76,2294.16
TXN04477,2025-05-19,P001,R02,SR026,C069,82,40.35,3308.7
TXN04478,2024-12-07,P007,R06,SR006,C045,110,43.76,4813.6
TXN04479,2025-12-03,P006,R05,SR029,C068,33,29.97,989.01
TXN04480,2025-03-06,P005,R04,SR010,C091,83,69.81,5794.23
TXN04481,2024-05-26,P006,R01,SR001,C088,70,29.5,2065.0
TXN04482,2025-04-04,P006,R03,SR003,C018,75,28.09,2106.75
TXN04483,2024-04-14,P001,R01,SR001,C012,93,37.86,3520.98
TXN04484,2025-06-13,P003,R02,SR014,C033,122,34.3,4184.6
TXN04485,2025-02-04,P007,R01,SR019,C119,46,42.2,1941.2
TXN04486,2024-06-15,P007,R04,SR010,C010,107,41.43,4433.01
TXN04487,2024-11-25,P003,R05,SR023,C107,110,33.74,3711.4
TXN04488,2025-06-25,P002,R03,SR021,C052,64,52.43,3355.52
TXN04489,2024-02-15,P003,R05,SR011,C107,108,34.0,3672.0
TXN04490,2024-03-05,P006,R03,SR009,C006,45,29.53,1328.85
TXN04491,2024-12-10,P001,R01,SR007,C012,71,40.03,2842.13
TXN04492,2025-02-06,P005,R05,SR017,C107,90,65.63,5906.7
TXN04493,2024-03-18,P002,R05,SR017,C112,77,53.23,4098.71
TXN04494,2025-06-22,P004,R05,SR011,C115,186,50.24,9344.64
TXN04495,2025-05-26,P002,R02,SR002,C049,168,55.27,9285.36
TXN04496,2025-04-03,P008,R04,SR028,C070,104,32.78,3409.12
TXN04497,2024-10-10,P003,R01,SR025,C111,102,35.48,3618.96
TXN04498,2025-01-21,P003,R03,SR027,C054,75,33.09,2481.75
TXN04499,2025-07-15,P002,R05,SR005,C083,49,54.79,2684.71
TXN04500,2024-01-22,P002,R04,SR022,C095,90,57.77,5199.3
TXN04501,2024-09-02,P005,R04,SR010,C048,48,71.3,3422.4
TXN04502,2025-11-18,P002,R01,SR025,C088,69,56.83,3921.27
TXN04503,2025-04-06,P006,R03,SR015,C024,31,29.64,918.84
TXN04504,2024-05-12,P002,R03,SR003,C014,148,57.65,8532.2
TXN04505,2025-08-12,P004,R02,SR008,C036,44,47.15,2074.6
TXN04506,2024-12-06,P007,R06,SR030,C074,41,41.66,1708.06
TXN04507,2025-10-19,P001,R06,SR006,C001,62,41.06,2545.72
TXN04508,2025-02-22,P003,R01,SR007,C111,101,32.66,3298.66
TXN04509,2025-01-06,P001,R04,SR016,C065,53,40.58,2150.74
TXN04510,2025-12-01,P007,R01,SR025,C043,50,44.53,2226.5
TXN04511,2024-01-24,P001,R02,SR020,C026,85,37.2,3162.0
TXN04512,2025-02-14,P008,R02,SR020,C078,98,32.3,3165.4
TXN04513,2025-01-25,P005,R03,SR027,C011,60,64.35,3861.0
TXN04514,2024-04-04,P008,R04,SR022,C004,29,32.45,941.05
TXN04515,2025-05-24,P002,R03,SR003,C014,142,59.62,8466.04
TXN04516,2024-08-15,P007,R01,SR019,C017,38,44.32,1684.16
TXN04517,2024-03-31,P002,R01,SR025,C013,135,55.9,7546.5
TXN04518,2025-12-05,P001,R02,SR020,C075,189,40.6,7673.4
TXN04519,2024-08-28,P003,R04,SR016,C004,39,34.86,1359.54
TXN04520,2024-09-15,P006,R03,SR003,C011,44,28.49,1253.56
TXN04521,2024-03-26,P008,R04,SR016,C104,51,30.81,1571.31
TXN04522,2025-05-20,P001,R04,SR016,C005,100,37.72,3772.0
TXN04523,2024-02-10,P006,R06,SR012,C116,37,27.55,1019.35
TXN04524,2025-01-09,P002,R01,SR007,C057,67,52.64,3526.88
TXN04525,2024-09-13,P005,R01,SR019,C013,93,66.34,6169.62
TXN04526,2025-08-31,P001,R01,SR025,C013,179,41.4,7410.6
TXN04527,2024-09-20,P007,R02,SR008,C075,105,42.27,4438.35
TXN04528,2024-07-31,P005,R03,SR021,C019,61,60.28,3677.08
TXN04529,2024-11-05,P003,R01,SR007,C057,65,35.61,2314.65
TXN04530,2024-06-02,P004,R02,SR014,C105,38,51.42,1953.96
TXN04531,2025-03-04,P005,R01,SR007,C057,49,67.77,3320.73
TXN04532,2024-07-14,P003,R01,SR007,C057,46,34.47,1585.62
TXN04533,2024-11-02,P001,R05,SR017,C056,49,42.01,2058.49
TXN04534,2024-06-08,P008,R01,SR013,C043,31,31.49,976.19
TXN04535,2024-11-02,P002,R05,SR011,C020,128,55.41,7092.48
TXN04536,2024-01-03,P005,R04,SR010,C004,34,69.06,2348.04
TXN04537,2025-08-16,P002,R01,SR019,C088,78,57.32,4470.96
TXN04538,2025-12-30,P005,R02,SR002,C090,51,67.87,3461.37
TXN04539,2025-05-31,P007,R04,SR010,C103,73,41.98,3064.54
TXN04540,2024-05-19,P001,R06,SR018,C087,80,38.95,3116.0
TXN04541,2024-06-27,P003,R03,SR021,C054,68,33.62,2286.16
TXN04542,2024-10-04,P002,R04,SR016,C065,59,55.78,3291.02
TXN04543,2024-02-15,P006,R05,SR023,C008,50,27.49,1374.5
TXN04544,2025-09-05,P002,R02,SR008,C090,51,53.72,2739.72
TXN04545,2024-07-26,P006,R01,SR007,C031,78,28.42,2216.76
TXN04546,2024-09-20,P002,R04,SR010,C070,135,54.92,7414.2
TXN04547,2024-03-23,P006,R01,SR013,C027,40,29.15,1166.0
TXN04548,2025-11-22,P002,R05,SR017,C096,52,58.67,3050.84
TXN04549,2025-06-16,P004,R03,SR015,C003,60,48.99,2939.4
TXN04550,2024-01-19,P008,R01,SR007,C012,40,32.36,1294.4
TXN04551,2025-08-04,P002,R03,SR015,C109,33,56.87,1876.71
TXN04552,2025-01-17,P001,R01,SR013,C094,89,39.28,3495.92
TXN04553,2024-12-09,P007,R02,SR002,C049,115,41.74,4800.1
TXN04554,2025-07-05,P001,R03,SR015,C052,35,41.38,1448.3
TXN04555,2025-09-05,P004,R06,SR024,C074,35,51.44,1800.4
TXN04556,2024-03-06,P006,R02,SR020,C036,48,29.24,1403.52
TXN04557,2025-07-14,P001,R01,SR007,C094,72,38.12,2744.64
TXN04558,2024-01-09,P008,R04,SR010,C023,93,31.81,2958.33
TXN04559,2024-06-21,P004,R06,SR024,C066,85,48.38,4112.3
TXN04560,2024-10-07,P003,R01,SR013,C043,49,33.5,1641.5
TXN04561,2025-04-30,P004,R05,SR017,C115,119,47.06,5600.14
TXN04562,2024-12-17,P001,R01,SR025,C031,107,42.01,4495.07
TXN04563,2024-11-07,P008,R02,SR026,C101,66,34.51,2277.66
TXN04564,2024-08-18,P002,R01,SR001,C119,38,53.39,2028.82
TXN04565,2024-07-19,P001,R01,SR013,C060,133,41.08,5463.64
TXN04566,2025-12-23,P006,R02,SR014,C075,126,30.48,3840.48
TXN04567,2024-03-29,P003,R01,SR001,C055,64,34.24,2191.36
TXN04568,2024-12-01,P003,R06,SR030,C035,74,31.18,2307.32
TXN04569,2024-10-18,P002,R01,SR001,C057,79,54.31,4290.49
TXN04570,2024-11-07,P006,R05,SR023,C038,48,29.54,1417.92
TXN04571,2025-01-28,P002,R05,SR023,C038,53,54.36,2881.08
TXN04572,2025-05-17,P002,R06,SR012,C066,139,55.88,7767.32
TXN04573,2024-03-07,P001,R02,SR020,C097,43,39.84,1713.12
TXN04574,2024-06-06,P005,R06,SR012,C045,94,66.1,6213.4
TXN04575,2024-04-02,P004,R06,SR030,C087,62,46.55,2886.1
TXN04576,2024-08-01,P001,R06,SR018,C085,92,41.42,3810.64
TXN04577,2024-09-08,P001,R01,SR013,C013,182,38.44,6996.08
TXN04578,2024-07-22,P006,R06,SR030,C120,69,29.88,2061.72
TXN04579,2025-12-03,P002,R02,SR008,C090,36,56.27,2025.72
TXN04580,2024-07-13,P002,R01,SR025,C060,111,53.77,5968.47
TXN04581,2025-11-15,P007,R01,SR025,C119,28,41.95,1174.6
TXN04582,2025-08-22,P008,R01,SR025,C055,34,33.37,1134.58
TXN04583,2025-09-06,P002,R01,SR001,C027,47,56.96,2677.12
TXN04584,2024-07-16,P002,R01,SR019,C064,122,55.56,6778.32
TXN04585,2025-11-24,P003,R01,SR019,C094,52,33.94,1764.88
TXN04586,2025-03-15,P004,R05,SR011,C008,65,46.56,3026.4
TXN04587,2025-08-20,P003,R06,SR006,C106,41,33.73,1382.93
TXN04588,2025-08-01,P006,R01,SR007,C111,117,29.24,3421.08
TXN04589,2024-12-15,P001,R01,SR007,C111,148,39.85,5897.8
TXN04590,2024-04-16,P006,R03,SR009,C052,37,29.5,1091.5
